"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.9,0.06,1.251,-12.7640243513302
2.9,0.06,1.2512,-12.5483591488254
2.9,0.06,1.2514,-12.3364566083041
2.9,0.06,1.2516,-12.1284209714984
2.9,0.06,1.2518,-11.9243233284318
2.9,0.06,1.252,-11.724206951897
2.9,0.06,1.2522,-11.528091879308
2.9,0.06,1.2524,-11.3359788336701
2.9,0.06,1.2526,-11.1478525685063
2.9,0.06,1.2528,-10.9636847136357
2.9,0.06,1.253,-10.7834361904741
2.9,0.06,1.2532,-10.6070592574831
2.9,0.06,1.2534,-10.4344992388354
2.9,0.06,1.2536,-10.2656959824284
2.9,0.06,1.2538,-10.1005850871284
2.9,0.06,1.254,-9.9390989335872
2.9,0.06,1.2542,-9.78116754809437
2.9,0.06,1.2544,-9.62671932468103
2.9,0.06,1.2546,-9.47568162700878
2.9,0.06,1.2548,-9.32798128839808
2.9,0.06,1.255,-9.18354502562856
2.9,0.06,1.2552,-9.042299779803
2.9,0.06,1.2554,-8.90417299557475
2.9,0.06,1.2556,-8.76909284833356
2.9,0.06,1.2558,-8.63698842749664
2.9,0.06,1.256,-8.50778988281802
2.9,0.06,1.2562,-8.38142853958323
2.9,0.06,1.2564,-8.25783698766104
2.9,0.06,1.2566,-8.1369491486326
2.9,0.06,1.2568,-8.01870032457184
2.9,0.06,1.257,-7.90302723151037
2.9,0.06,1.2572,-7.78986802015068
2.9,0.06,1.2574,-7.67916228600512
2.9,0.06,1.2576,-7.57085107079921
2.9,0.06,1.2578,-7.46487685669731
2.9,0.06,1.258,-7.36118355466708
2.9,0.06,1.2582,-7.25971648809377
2.9,0.06,1.2584,-7.16042237258334
2.9,0.06,1.2586,-7.06324929274434
2.9,0.06,1.2588,-6.96814667661478
2.9,0.06,1.259,-6.87506526829134
2.9,0.06,1.2592,-6.78395709923065
2.9,0.06,1.2594,-6.69477545861263
2.9,0.06,1.2596,-6.60747486309377
2.9,0.06,1.2598,-6.5220110262199
2.9,0.06,1.26,-6.43834082772318
2.9,0.06,1.2602,-6.35642228288695
2.9,0.06,1.2604,-6.27621451212974
2.9,0.06,1.2606,-6.19767771092946
2.9,0.06,1.2608,-6.1207731201861
2.9,0.06,1.261,-6.0454629971006
2.9,0.06,1.2612,-5.97171058663028
2.9,0.06,1.2614,-5.89948009356638
2.9,0.06,1.2616,-5.82873665526841
2.9,0.06,1.2618,-5.75944631507842
2.9,0.06,1.262,-5.69157599643173
2.9,0.06,1.2622,-5.62509347767115
2.9,0.06,1.2624,-5.5599673675691
2.9,0.06,1.2626,-5.49616708155398
2.9,0.06,1.2628,-5.43366281863666
2.9,0.06,1.263,-5.3724255390268
2.9,0.06,1.2632,-5.31242694242832
2.9,0.06,1.2634,-5.2536394470005
2.9,0.06,1.2636,-5.19603616897011
2.9,0.06,1.2638,-5.13959090287792
2.9,0.06,1.264,-5.08427810244383
2.9,0.06,1.2642,-5.03007286203246
2.9,0.06,1.2644,-4.9769508987016
2.9,0.06,1.2646,-4.92488853481662
2.9,0.06,1.2648,-4.8738626812117
2.9,0.06,1.265,-4.82385082088104
2.9,0.06,1.2652,-4.77483099318227
2.9,0.06,1.2654,-4.72678177853519
2.9,0.06,1.2656,-4.67968228359831
2.9,0.06,1.2658,-4.63351212690747
2.9,0.06,1.266,-4.58825142495974
2.9,0.06,1.2662,-4.54388077872816
2.9,0.06,1.2664,-4.50038126059108
2.9,0.06,1.2666,-4.45773440166195
2.9,0.06,1.2668,-4.41592217950583
2.9,0.06,1.267,-4.37492700622851
2.9,0.06,1.2672,-4.33473171692527
2.9,0.06,1.2674,-4.29531955847676
2.9,0.06,1.2676,-4.25667417867969
2.9,0.06,1.2678,-4.21877961570084
2.9,0.06,1.268,-4.181620287843
2.9,0.06,1.2682,-4.14518098361197
2.9,0.06,1.2684,-4.10944685207447
2.9,0.06,1.2686,-4.07440339349701
2.9,0.06,1.2688,-4.04003645025578
2.9,0.06,1.269,-4.00633219800902
2.9,0.06,1.2692,-3.97327713712218
2.9,0.06,1.2694,-3.94085808433859
2.9,0.06,1.2696,-3.90906216468628
2.9,0.06,1.2698,-3.87787680361407
2.9,0.06,1.27,-3.84728971934894
2.9,0.06,1.2702,-3.81728891546784
2.9,0.06,1.2704,-3.78786267367661
2.9,0.06,1.2706,-3.75899954678985
2.9,0.06,1.2708,-3.73068835190492
2.9,0.06,1.271,-3.70291816376423
2.9,0.06,1.2712,-3.67567830829988
2.9,0.06,1.2714,-3.64895835635485
2.9,0.06,1.2716,-3.62274811757536
2.9,0.06,1.2718,-3.59703763446908
2.9,0.06,1.272,-3.57181717662435
2.9,0.06,1.2722,-3.54707723508525
2.9,0.06,1.2724,-3.52280851687789
2.9,0.06,1.2726,-3.49900193968353
2.9,0.06,1.2728,-3.47564862665415
2.9,0.06,1.273,-3.45273990136598
2.9,0.06,1.2732,-3.43026728290731
2.9,0.06,1.2734,-3.40822248109628
2.9,0.06,1.2736,-3.38659739182541
2.9,0.06,1.2738,-3.36538409252849
2.9,0.06,1.274,-3.34457483776682
2.9,0.06,1.2742,-3.32416205493126
2.9,0.06,1.2744,-3.30413834005678
2.9,0.06,1.2746,-3.28449645374618
2.9,0.06,1.2748,-3.26522931720013
2.9,0.06,1.275,-3.24633000835031
2.9,0.06,1.2752,-3.22779175809298
2.9,0.06,1.2754,-3.20960794661999
2.9,0.06,1.2756,-3.19177209984455
2.9,0.06,1.2758,-3.17427788591929
2.9,0.06,1.276,-3.15711911184388
2.9,0.06,1.2762,-3.14028972015975
2.9,0.06,1.2764,-3.12378378572977
2.9,0.06,1.2766,-3.10759551260005
2.9,0.06,1.2768,-3.09171923094234
2.9,0.06,1.277,-3.07614939407414
2.9,0.06,1.2772,-3.06088057555481
2.9,0.06,1.2774,-3.0459074663556
2.9,0.06,1.2776,-3.03122487210137
2.9,0.06,1.2778,-3.01682771038247
2.9,0.06,1.278,-3.00271100813437
2.9,0.06,1.2782,-2.98886989908382
2.9,0.06,1.2784,-2.97529962125914
2.9,0.06,1.2786,-2.96199551456355
2.9,0.06,1.2788,-2.94895301840931
2.9,0.06,1.279,-2.93616766941146
2.9,0.06,1.2792,-2.92363509913925
2.9,0.06,1.2794,-2.91135103192419
2.9,0.06,1.2796,-2.89931128272252
2.9,0.06,1.2798,-2.88751175503149
2.9,0.06,1.28,-2.8759484388573
2.9,0.06,1.2802,-2.86461740873384
2.9,0.06,1.2804,-2.8535148217907
2.9,0.06,1.2806,-2.84263691586907
2.9,0.06,1.2808,-2.83198000768442
2.9,0.06,1.281,-2.82154049103485
2.9,0.06,1.2812,-2.8113148350535
2.9,0.06,1.2814,-2.80129958250429
2.9,0.06,1.2816,-2.79149134811974
2.9,0.06,1.2818,-2.78188681697962
2.9,0.06,1.282,-2.77248274292957
2.9,0.06,1.2822,-2.76327594703852
2.9,0.06,1.2824,-2.75426331609405
2.9,0.06,1.2826,-2.7454418011345
2.9,0.06,1.2828,-2.73680841601704
2.9,0.06,1.283,-2.72836023602081
2.9,0.06,1.2832,-2.72009439648396
2.9,0.06,1.2834,-2.71200809147411
2.9,0.06,1.2836,-2.70409857249098
2.9,0.06,1.2838,-2.69636314720067
2.9,0.06,1.284,-2.68879917820058
2.9,0.06,1.2842,-2.68140408181424
2.9,0.06,1.2844,-2.67417532691542
2.9,0.06,1.2846,-2.66711043378052
2.9,0.06,1.2848,-2.66020697296866
2.9,0.06,1.285,-2.65346256422883
2.9,0.06,1.2852,-2.64687487543331
2.9,0.06,1.2854,-2.64044162153661
2.9,0.06,1.2856,-2.63416056355957
2.9,0.06,1.2858,-2.6280295075976
2.9,0.06,1.286,-2.62204630385277
2.9,0.06,1.2862,-2.616208845689
2.9,0.06,1.2864,-2.61051506870976
2.9,0.06,1.2866,-2.60496294985772
2.9,0.06,1.2868,-2.59955050653583
2.9,0.06,1.287,-2.59427579574932
2.9,0.06,1.2872,-2.58913691326797
2.9,0.06,1.2874,-2.58413199280822
2.9,0.06,1.2876,-2.57925920523469
2.9,0.06,1.2878,-2.57451675778045
2.9,0.06,1.288,-2.56990289328576
2.9,0.06,1.2882,-2.56541588945466
2.9,0.06,1.2884,-2.56105405812904
2.9,0.06,1.2886,-2.55681574457982
2.9,0.06,1.2888,-2.55269932681462
2.9,0.06,1.289,-2.5487032149017
2.9,0.06,1.2892,-2.54482585030972
2.9,0.06,1.2894,-2.54106570526282
2.9,0.06,1.2896,-2.53742128211077
2.9,0.06,1.2898,-2.5338911127138
2.9,0.06,1.29,-2.5304737578416
2.9,0.06,1.2902,-2.52716780658643
2.9,0.06,1.2904,-2.52397187578965
2.9,0.06,1.2906,-2.52088460948161
2.9,0.06,1.2908,-2.51790467833442
2.9,0.06,1.291,-2.51503077912735
2.9,0.06,1.2912,-2.51226163422457
2.9,0.06,1.2914,-2.50959599106482
2.9,0.06,1.2916,-2.50703262166284
2.9,0.06,1.2918,-2.5045703221222
2.9,0.06,1.292,-2.50220791215931
2.9,0.06,1.2922,-2.49994423463825
2.9,0.06,1.2924,-2.49777815511629
2.9,0.06,1.2926,-2.49570856139963
2.9,0.06,1.2928,-2.49373436310942
2.9,0.06,1.293,-2.49185449125751
2.9,0.06,1.2932,-2.49006789783183
2.9,0.06,1.2934,-2.48837355539123
2.9,0.06,1.2936,-2.48677045666945
2.9,0.06,1.2938,-2.48525761418794
2.9,0.06,1.294,-2.48383405987761
2.9,0.06,1.2942,-2.48249884470893
2.9,0.06,1.2944,-2.48125103833036
2.9,0.06,1.2946,-2.48008972871505
2.9,0.06,1.2948,-2.47901402181525
2.9,0.06,1.295,-2.47802304122465
2.9,0.06,1.2952,-2.47711592784813
2.9,0.06,1.2954,-2.47629183957898
2.9,0.06,1.2956,-2.47554995098331
2.9,0.06,1.2958,-2.47488945299141
2.9,0.06,1.296,-2.4743095525961
2.9,0.06,1.2962,-2.47380947255767
2.9,0.06,1.2964,-2.47338845111547
2.9,0.06,1.2966,-2.47304574170581
2.9,0.06,1.2968,-2.47278061268616
2.9,0.06,1.297,-2.47259234706544
2.9,0.06,1.2972,-2.47248024224023
2.9,0.06,1.2974,-2.47244360973687
2.9,0.06,1.2976,-2.47248177495916
2.9,0.06,1.2978,-2.47259407694171
2.9,0.06,1.298,-2.47277986810865
2.9,0.06,1.2982,-2.47303851403763
2.9,0.06,1.2984,-2.47336939322907
2.9,0.06,1.2986,-2.47377189688039
2.9,0.06,1.2988,-2.47424542866526
2.9,0.06,1.299,-2.47478940451761
2.9,0.06,1.2992,-2.47540325242043
2.9,0.06,1.2994,-2.47608641219913
2.9,0.06,1.2996,-2.47683833531944
2.9,0.06,1.2998,-2.47765848468972
2.9,0.06,1.3,-2.47854633446756
2.9,0.06,1.3002,-2.47950136987061
2.9,0.06,1.3004,-2.48052308699151
2.9,0.06,1.3006,-2.48161099261689
2.9,0.06,1.3008,-2.48276460405022
2.9,0.06,1.301,-2.48398344893863
2.9,0.06,1.3012,-2.48526706510332
2.9,0.06,1.3014,-2.48661500037386
2.9,0.06,1.3016,-2.48802681242593
2.9,0.06,1.3018,-2.4895020686226
2.9,0.06,1.302,-2.49104034585912
2.9,0.06,1.3022,-2.49264123041101
2.9,0.06,1.3024,-2.4943043177855
2.9,0.06,1.3026,-2.4960292125761
2.9,0.06,1.3028,-2.49781552832042
2.9,0.06,1.303,-2.49966288736099
2.9,0.06,1.3032,-2.50157092070917
2.9,0.06,1.3034,-2.50353926791194
2.9,0.06,1.3036,-2.50556757692159
2.9,0.06,1.3038,-2.50765550396831
2.9,0.06,1.304,-2.50980271343545
2.9,0.06,1.3042,-2.51200887773749
2.9,0.06,1.3044,-2.51427367720073
2.9,0.06,1.3046,-2.51659679994652
2.9,0.06,1.3048,-2.51897794177701
2.9,0.06,1.305,-2.52141680606343
2.9,0.06,1.3052,-2.52391310363679
2.9,0.06,1.3054,-2.52646655268092
2.9,0.06,1.3056,-2.52907687862787
2.9,0.06,1.3058,-2.53174381405561
2.9,0.06,1.306,-2.53446709858793
2.9,0.06,1.3062,-2.53724647879657
2.9,0.06,1.3064,-2.54008170810543
2.9,0.06,1.3066,-2.54297254669694
2.9,0.06,1.3068,-2.54591876142046
2.9,0.06,1.307,-2.54892012570272
2.9,0.06,1.3072,-2.55197641946017
2.9,0.06,1.3074,-2.55508742901335
2.9,0.06,1.3076,-2.55825294700309
2.9,0.06,1.3078,-2.56147277230859
2.9,0.06,1.308,-2.56474670996735
2.9,0.06,1.3082,-2.56807457109681
2.9,0.06,1.3084,-2.57145617281783
2.9,0.06,1.3086,-2.57489133817982
2.9,0.06,1.3088,-2.57837989608755
2.9,0.06,1.309,-2.58192168122967
2.9,0.06,1.3092,-2.58551653400879
2.9,0.06,1.3094,-2.58916430047314
2.9,0.06,1.3096,-2.59286483224982
2.9,0.06,1.3098,-2.59661798647956
2.9,0.06,1.31,-2.600423625753
2.9,0.06,1.3102,-2.60428161804833
2.9,0.06,1.3104,-2.60819183667059
2.9,0.06,1.3106,-2.61215416019207
2.9,0.06,1.3108,-2.61616847239445
2.9,0.06,1.311,-2.62023466221198
2.9,0.06,1.3112,-2.62435262367621
2.9,0.06,1.3114,-2.62852225586197
2.9,0.06,1.3116,-2.63274346283456
2.9,0.06,1.3118,-2.63701615359832
2.9,0.06,1.312,-2.64134024204636
2.9,0.06,1.3122,-2.6457156469116
2.9,0.06,1.3124,-2.65014229171887
2.9,0.06,1.3126,-2.6546201047383
2.9,0.06,1.3128,-2.65914901893983
2.9,0.06,1.313,-2.66372897194883
2.9,0.06,1.3132,-2.66835990600289
2.9,0.06,1.3134,-2.67304176790967
2.9,0.06,1.3136,-2.67777450900578
2.9,0.06,1.3138,-2.68255808511687
2.9,0.06,1.314,-2.68739245651856
2.9,0.06,1.3142,-2.6922775878986
2.9,0.06,1.3144,-2.69721344831983
2.9,0.06,1.3146,-2.70220001118432
2.9,0.06,1.3148,-2.70723725419837
2.9,0.06,1.315,-2.71232515933852
2.9,0.06,1.3152,-2.71746371281843
2.9,0.06,1.3154,-2.72265290505682
2.9,0.06,1.3156,-2.72789273064623
2.9,0.06,1.3158,-2.73318318832263
2.9,0.06,1.316,-2.73852428093606
2.9,0.06,1.3162,-2.74391601542208
2.9,0.06,1.3164,-2.74935840277401
2.9,0.06,1.3166,-2.75485145801609
2.9,0.06,1.3168,-2.76039520017747
2.9,0.06,1.317,-2.76598965226708
2.9,0.06,1.3172,-2.77163484124912
2.9,0.06,1.3174,-2.77733079801955
2.9,0.06,1.3176,-2.78307755738329
2.9,0.06,1.3178,-2.78887515803217
2.9,0.06,1.318,-2.79472364252371
2.9,0.06,1.3182,-2.8006230572606
2.9,0.06,1.3184,-2.80657345247096
2.9,0.06,1.3186,-2.81257488218931
2.9,0.06,1.3188,-2.8186274042383
2.9,0.06,1.319,-2.82473108021114
2.9,0.06,1.3192,-2.83088597545472
2.9,0.06,1.3194,-2.83709215905348
2.9,0.06,1.3196,-2.84334970381392
2.9,0.06,1.3198,-2.84965868624983
2.9,0.06,1.32,-2.85601918656813
2.9,0.06,1.3202,-2.86243128865554
2.9,0.06,1.3204,-2.8688950800657
2.9,0.06,1.3206,-2.87541065200708
2.9,0.06,1.3208,-2.88197809933148
2.9,0.06,1.321,-2.88859752052324
2.9,0.06,1.3212,-2.89526901768896
2.9,0.06,1.3214,-2.90199269654798
2.9,0.06,1.3216,-2.9087686664234
2.9,0.06,1.3218,-2.91559704023371
2.9,0.06,1.322,-2.92247793448508
2.9,0.06,1.3222,-2.92941146926421
2.9,0.06,1.3224,-2.93639776823181
2.9,0.06,1.3226,-2.94343695861661
2.9,0.06,1.3228,-2.95052917121007
2.9,0.06,1.323,-2.9576745403616
2.9,0.06,1.3232,-2.96487320397424
2.9,0.06,1.3234,-2.97212530350121
2.9,0.06,1.3236,-2.97943098394278
2.9,0.06,1.3238,-2.98679039384375
2.9,0.06,1.324,-2.99420368529159
2.9,0.06,1.3242,-3.00167101391502
2.9,0.06,1.3244,-3.00919253888322
2.9,0.06,1.3246,-3.01676842290561
2.9,0.06,1.3248,-3.02439883223204
2.9,0.06,1.325,-3.0320839366537
2.9,0.06,1.3252,-3.0398239095045
2.9,0.06,1.3254,-3.0476189276629
2.9,0.06,1.3256,-3.05546917155447
2.9,0.06,1.3258,-3.06337482515479
2.9,0.06,1.326,-3.07133607599301
2.9,0.06,1.3262,-3.07935311515588
2.9,0.06,1.3264,-3.08742613729235
2.9,0.06,1.3266,-3.09555534061864
2.9,0.06,1.3268,-3.10374092692389
2.9,0.06,1.327,-3.11198310157633
2.9,0.06,1.3272,-3.12028207352991
2.9,0.06,1.3274,-3.12863805533153
2.9,0.06,1.3276,-3.13705126312875
2.9,0.06,1.3278,-3.14552191667802
2.9,0.06,1.328,-3.15405023935347
2.9,0.06,1.3282,-3.16263645815612
2.9,0.06,1.3284,-3.17128080372372
2.9,0.06,1.3286,-3.17998351034106
2.9,0.06,1.3288,-3.18874481595081
2.9,0.06,1.329,-3.19756496216478
2.9,0.06,1.3292,-3.20644419427591
2.9,0.06,1.3294,-3.21538276127058
2.9,0.06,1.3296,-3.22438091584153
2.9,0.06,1.3298,-3.23343891440125
2.9,0.06,1.33,-3.24255701709597
2.9,0.06,1.3302,-3.25173548782013
2.9,0.06,1.3304,-3.2609745942313
2.9,0.06,1.3306,-3.27027460776577
2.9,0.06,1.3308,-3.27963580365451
2.9,0.06,1.331,-3.2890584609398
2.9,0.06,1.3312,-3.29854286249231
2.9,0.06,1.3314,-3.30808929502864
2.9,0.06,1.3316,-3.31769804912959
2.9,0.06,1.3318,-3.32736941925878
2.9,0.06,1.332,-3.3371037037819
2.9,0.06,1.3322,-3.34690120498643
2.9,0.06,1.3324,-3.35676222910202
2.9,0.06,1.3326,-3.36668708632127
2.9,0.06,1.3328,-3.37667609082116
2.9,0.06,1.333,-3.38672956078502
2.9,0.06,1.3332,-3.39684781842496
2.9,0.06,1.3334,-3.40703119000497
2.9,0.06,1.3336,-3.4172800058646
2.9,0.06,1.3338,-3.42759460044303
2.9,0.06,1.334,-3.43797531230387
2.9,0.06,1.3342,-3.44842248416049
2.9,0.06,1.3344,-3.45893646290194
2.9,0.06,1.3346,-3.46951759961936
2.9,0.06,1.3348,-3.48016624963309
2.9,0.06,1.335,-3.49088277252032
2.9,0.06,1.3352,-3.50166753214336
2.9,0.06,1.3354,-3.51252089667841
2.9,0.06,1.3356,-3.52344323864507
2.9,0.06,1.3358,-3.5344349349364
2.9,0.06,1.336,-3.54549636684959
2.9,0.06,1.3362,-3.55662792011724
2.9,0.06,1.3364,-3.56782998493929
2.9,0.06,1.3366,-3.57910295601558
2.9,0.06,1.3368,-3.59044723257906
2.9,0.06,1.337,-3.60186321842962
2.9,0.06,1.3372,-3.61335132196856
2.9,0.06,1.3374,-3.62491195623381
2.9,0.06,1.3376,-3.63654553893564
2.9,0.06,1.3378,-3.64825249249331
2.9,0.06,1.338,-3.66003324407208
2.9,0.06,1.3382,-3.6718882256212
2.9,0.06,1.3384,-3.68381787391235
2.9,0.06,1.3386,-3.69582263057909
2.9,0.06,1.3388,-3.70790294215661
2.9,0.06,1.339,-3.7200592601226
2.9,0.06,1.3392,-3.73229204093861
2.9,0.06,1.3394,-3.74460174609225
2.9,0.06,1.3396,-3.75698884214008
2.9,0.06,1.3398,-3.76945380075129
2.9,0.06,1.34,-3.78199709875217
2.9,0.06,1.3402,-3.79461921817133
2.9,0.06,1.3404,-3.80732064628567
2.9,0.06,1.3406,-3.82010187566726
2.9,0.06,1.3408,-3.8329634042309
2.9,0.06,1.341,-3.84590573528261
2.9,0.06,1.3412,-3.85892937756885
2.9,0.06,1.3414,-3.87203484532669
2.9,0.06,1.3416,-3.88522265833475
2.9,0.06,1.3418,-3.89849334196509
2.9,0.06,1.342,-3.91184742723584
2.9,0.06,1.3422,-3.92528545086493
2.9,0.06,1.3424,-3.93880795532452
2.9,0.06,1.3426,-3.95241548889651
2.9,0.06,1.3428,-3.96610860572887
2.9,0.06,1.343,-3.97988786589299
2.9,0.06,1.3432,-3.99375383544196
2.9,0.06,1.3434,-4.00770708646985
2.9,0.06,1.3436,-4.02174819717193
2.9,0.06,1.3438,-4.03587775190601
2.9,0.06,1.344,-4.05009634125466
2.9,0.06,1.3442,-4.06440456208853
2.9,0.06,1.3444,-4.07880301763088
2.9,0.06,1.3446,-4.09329231752284
2.9,0.06,1.3448,-4.10787307789014
2.9,0.06,1.345,-4.12254592141066
2.9,0.06,1.3452,-4.13731147738334
2.9,0.06,1.3454,-4.152170381798
2.9,0.06,1.3456,-4.16712327740654
2.9,0.06,1.3458,-4.18217081379519
2.9,0.06,1.346,-4.19731364745808
2.9,0.06,1.3462,-4.21255244187188
2.9,0.06,1.3464,-4.22788786757187
2.9,0.06,1.3466,-4.24332060222912
2.9,0.06,1.3468,-4.25885133072911
2.9,0.06,1.347,-4.27448074525154
2.9,0.06,1.3472,-4.29020954535156
2.9,0.06,1.3474,-4.30603843804231
2.9,0.06,1.3476,-4.32196813787895
2.9,0.06,1.3478,-4.33799936704393
2.9,0.06,1.348,-4.35413285543385
2.9,0.06,1.3482,-4.37036934074775
2.9,0.06,1.3484,-4.3867095685769
2.9,0.06,1.3486,-4.403154292496
2.9,0.06,1.3488,-4.4197042741561
2.9,0.06,1.349,-4.43636028337896
2.9,0.06,1.3492,-4.45312309825318
2.9,0.06,1.3494,-4.46999350523174
2.9,0.06,1.3496,-4.48697229923142
2.9,0.06,1.3498,-4.5040602837338
2.9,0.06,1.35,-4.52125827088808
2.9,0.06,1.3502,-4.53856708161555
2.9,0.06,1.3504,-4.55598754571603
2.9,0.06,1.3506,-4.57352050197601
2.9,0.06,1.3508,-4.59116679827865
2.9,0.06,1.351,-4.60892729171595
2.9,0.06,1.3512,-4.62680284870247
2.9,0.06,1.3514,-4.64479434509137
2.9,0.06,1.3516,-4.66290266629233
2.9,0.06,1.3518,-4.68112870739161
2.9,0.06,1.352,-4.69947337327413
2.9,0.06,1.3522,-4.71793757874781
2.9,0.06,1.3524,-4.73652224867007
2.9,0.06,1.3526,-4.7552283180766
2.9,0.06,1.3528,-4.77405673231234
2.9,0.06,1.353,-4.79300844716495
2.9,0.06,1.3532,-4.81208442900051
2.9,0.06,1.3534,-4.83128565490188
2.9,0.06,1.3536,-4.85061311280926
2.9,0.06,1.3538,-4.87006780166354
2.9,0.06,1.354,-4.8896507315522
2.9,0.06,1.3542,-4.90936292385784
2.9,0.06,1.3544,-4.92920541140939
2.9,0.06,1.3546,-4.94917923863612
2.9,0.06,1.3548,-4.96928546172457
2.9,0.06,1.355,-4.98952514877835
2.9,0.06,1.3552,-5.00989937998072
2.9,0.06,1.3554,-5.03040924776051
2.9,0.06,1.3556,-5.05105585696085
2.9,0.06,1.3558,-5.07184032501132
2.9,0.06,1.356,-5.09276378210311
2.9,0.06,1.3562,-5.1138273713676
2.9,0.06,1.3564,-5.13503224905835
2.9,0.06,1.3566,-5.15637958473658
2.9,0.06,1.3568,-5.17787056146004
2.9,0.06,1.357,-5.1995063759756
2.9,0.06,1.3572,-5.22128823891562
2.9,0.06,1.3574,-5.24321737499799
2.9,0.06,1.3576,-5.26529502323019
2.9,0.06,1.3578,-5.2875224371171
2.9,0.06,1.358,-5.30990088487314
2.9,0.06,1.3582,-5.33243164963843
2.9,0.06,1.3584,-5.35511602969923
2.9,0.06,1.3586,-5.37795533871271
2.9,0.06,1.3588,-5.40095090593639
2.9,0.06,1.359,-5.42410407646175
2.9,0.06,1.3592,-5.44741621145312
2.9,0.06,1.3594,-5.4708886883907
2.9,0.06,1.3596,-5.49452290131908
2.9,0.06,1.3598,-5.51832026110043
2.9,0.06,1.36,-5.5422821956731
2.9,0.06,1.3602,-5.56641015031531
2.9,0.06,1.3604,-5.59070558791437
2.9,0.06,1.3606,-5.6151699892415
2.9,0.06,1.3608,-5.63980485323228
2.9,0.06,1.361,-5.66461169727299
2.9,0.06,1.3612,-5.68959205749285
2.9,0.06,1.3614,-5.71474748906255
2.9,0.06,1.3616,-5.74007956649906
2.9,0.06,1.3618,-5.76558988397671
2.9,0.06,1.362,-5.79128005564522
2.9,0.06,1.3622,-5.81715171595421
2.9,0.06,1.3624,-5.84320651998504
2.9,0.06,1.3626,-5.86944614378945
2.9,0.06,1.3628,-5.89587228473578
2.9,0.06,1.363,-5.92248666186279
2.9,0.06,1.3632,-5.94929101624099
2.9,0.06,1.3634,-5.97628711134216
2.9,0.06,1.3636,-6.00347673341686
2.9,0.06,1.3638,-6.03086169188046
2.9,0.06,1.364,-6.05844381970771
2.9,0.06,1.3642,-6.08622497383625
2.9,0.06,1.3644,-6.11420703557901
2.9,0.06,1.3646,-6.14239191104617
2.9,0.06,1.3648,-6.17078153157659
2.9,0.06,1.365,-6.19937785417919
2.9,0.06,1.3652,-6.22818286198438
2.9,0.06,1.3654,-6.25719856470587
2.9,0.06,1.3656,-6.28642699911336
2.9,0.06,1.3658,-6.31587022951618
2.9,0.06,1.366,-6.34553034825805
2.9,0.06,1.3662,-6.37540947622384
2.9,0.06,1.3664,-6.40550976335798
2.9,0.06,1.3666,-6.43583338919549
2.9,0.06,1.3668,-6.4663825634054
2.9,0.06,1.367,-6.49715952634746
2.9,0.06,1.3672,-6.5281665496421
2.9,0.06,1.3674,-6.55940593675436
2.9,0.06,1.3676,-6.59088002359193
2.9,0.06,1.3678,-6.62259117911789
2.9,0.06,1.368,-6.65454180597846
2.9,0.06,1.3682,-6.68673434114654
2.9,0.06,1.3684,-6.71917125658083
2.9,0.06,1.3686,-6.75185505990179
2.9,0.06,1.3688,-6.78478829508438
2.9,0.06,1.369,-6.81797354316844
2.9,0.06,1.3692,-6.85141342298698
2.9,0.06,1.3694,-6.88511059191305
2.9,0.06,1.3696,-6.91906774662586
2.9,0.06,1.3698,-6.95328762389676
2.9,0.06,1.37,-6.98777300139517
2.9,0.06,1.3702,-7.02252669851595
2.9,0.06,1.3704,-7.05755157722833
2.9,0.06,1.3706,-7.09285054294703
2.9,0.06,1.3708,-7.1284265454267
2.9,0.06,1.371,-7.16428257967994
2.9,0.06,1.3712,-7.20042168691996
2.9,0.06,1.3714,-7.2368469555288
2.9,0.06,1.3716,-7.27356152205143
2.9,0.06,1.3718,-7.31056857221706
2.9,0.06,1.372,-7.34787134198845
2.9,0.06,1.3722,-7.38547311863979
2.9,0.06,1.3724,-7.42337724186493
2.9,0.06,1.3726,-7.46158710491568
2.9,0.06,1.3728,-7.50010615577264
2.9,0.06,1.373,-7.53893789834839
2.9,0.06,1.3732,-7.57808589372528
2.9,0.06,1.3734,-7.6175537614277
2.9,0.06,1.3736,-7.65734518073136
2.9,0.06,1.3738,-7.69746389200982
2.9,0.06,1.374,-7.73791369812029
2.9,0.06,1.3742,-7.77869846582927
2.9,0.06,1.3744,-7.81982212728033
2.9,0.06,1.3746,-7.86128868150481
2.9,0.06,1.3748,-7.90310219597741
2.9,0.06,1.375,-7.9452668082178
2.9,0.06,1.3752,-7.98778672744038
2.9,0.06,1.3754,-8.03066623625362
2.9,0.06,1.3756,-8.07390969241102
2.9,0.06,1.3758,-8.11752153061505
2.9,0.06,1.376,-8.16150626437671
2.9,0.06,1.3762,-8.20586848793224
2.9,0.06,1.3764,-8.25061287821942
2.9,0.06,1.3766,-8.29574419691513
2.9,0.06,1.3768,-8.34126729253733
2.9,0.06,1.377,-8.38718710261314
2.9,0.06,1.3772,-8.43350865591572
2.9,0.06,1.3774,-8.48023707477294
2.9,0.06,1.3776,-8.5273775774498
2.9,0.06,1.3778,-8.57493548060839
2.9,0.06,1.378,-8.62291620184763
2.9,0.06,1.3782,-8.67132526232634
2.9,0.06,1.3784,-8.72016828947261
2.9,0.06,1.3786,-8.7694510197831
2.9,0.06,1.3788,-8.8191793017158
